Time,weaPAtm,weaTDewPoi,weaTDryBul,weaRelHum,weaNOpa,weaCelHei,weaNTot,weaWinSpe,weaWinDir,weaHHorIR,weaHDirNor,weaHGloHor,weaHDifHor,weaSolZen,weaTBlaSky,weaTWetBul,weaSolTim,weaCloTim,lat,lon
9824400,101325,288.75,289.85,0.93,1,2438,1,7.2,3.49066,366.907,0.0001,41.8493,41.8493,1.269,286.695,289.101,9825020,9824400,0.732689,-1.53449
9828000,101325,283.15,284.25,0.93,1,427,1,12.9,5.41052,343.491,0.0001,14.3203,14.3203,1.46222,279.879,283.615,9828620,9828000,0.732689,-1.53449
9831600,101325,280.35,283.15,0.83,1,1524,1,10.3,5.41052,334.149,0.0001,1.5,1.5,1.64914,278.144,281.641,9832220,9831600,0.732689,-1.53449
9835200,101325,279.25,283.15,0.77,0.9,1981,0.9,6.2,5.23599,314.402,0.0001,0.0001,0.0001,1.8234,275.952,281.089,9835820,9835200,0.732689,-1.53449
9838800,101325,274.85,282.05,0.61,0.5,2000,0.5,10.3,5.23599,298,0.0001,0.0001,0.0001,1.97676,269.927,278.611,9839420,9838800,0.732689,-1.53449
9842400,101325,273.15,280.95,0.58,0.5,2000,0.5,8.8,5.23599,292,0.0001,0.0001,0.0001,2.09822,268.471,277.383,9843020,9842400,0.732689,-1.53449
9846000,101325,272.05,279.85,0.57,0.5,2000,0.5,9.3,5.23599,284.406,0.0001,0.0001,0.0001,2.17456,267.158,276.349,9846620,9846000,0.732689,-1.53449
9849600,101325,270.35,279.25,0.51,0.3,2000,0.3,7.7,5.23599,277.913,0.0001,0.0001,0.0001,2.19421,265.151,275.327,9850220,9849600,0.732689,-1.53449
9853200,101325,270.35,278.15,0.55,0.3,2000,0.4,7.2,5.23599,273.056,0.0001,0.0001,0.0001,2.15365,264.107,274.725,9853820,9853200,0.732689,-1.53449
9856800,101325,270.95,277.55,0.61,0.2,2000,0.4,4.6,4.88692,270.5,0.0001,0.0001,0.0001,2.05988,263.032,274.676,9857420,9856800,0.732689,-1.53449
9860400,101325,270.95,276.45,0.66,0.3,2000,0.3,4.1,4.71239,269.5,0.0001,0.0001,0.0001,1.92571,262.635,274.072,9861020,9860400,0.732689,-1.53449
9864000,101325,270.35,276.45,0.63,0.3,2000,0.3,4.1,4.53786,268.163,0.0001,0.0001,0.0001,1.76382,262.493,273.855,9864620,9864000,0.732689,-1.53449
9867600,101325,270.35,275.95,0.65,0.3,2000,0.4,3.6,4.36332,263.462,0.0001,0.0001,0.0001,1.58416,262.018,273.553,9868220,9867600,0.732689,-1.53449
9871200,101325,270.95,277.05,0.63,0.011,2000,0.011,4.6,4.18879,263.3,183.621,91.1367,50.9084,1.39416,260.591,274.386,9871820,9871200,0.732689,-1.53449
9874800,101325,270.35,278.75,0.53,0.011,2000,0.011,5.2,4.18879,271.033,478.532,314.946,136.548,1.19981,262.047,275.073,9875420,9874800,0.732689,-1.53449
9878400,101325,270.35,280.95,0.46,0.011,2000,0.011,8.8,4.53786,277.529,610.189,497.02,164.947,1.00703,264.116,276.288,9879020,9878400,0.732689,-1.53449
9882000,101325,270.95,282.05,0.45,0.011,2000,0.011,10.3,4.53786,286.068,721.033,677.115,181.564,0.823674,265.294,277.085,9882620,9882000,0.732689,-1.53449
9885600,101325,268.75,282.55,0.36,0.3,2000,0.3,12.4,4.71239,294.944,799.137,815.479,178.111,0.663039,267.893,276.579,9886220,9885600,0.732689,-1.53449
9889200,101325,268.75,283.75,0.33,0.3,2000,0.3,11.3,5.06145,298.5,837.869,905.445,183.279,0.549528,269.031,277.171,9889820,9889200,0.732689,-1.53449
9892800,101325,269.85,284.25,0.35,0.3,2000,0.3,12.4,4.71239,301.5,813.607,913.158,203.31,0.517463,269.776,277.768,9893420,9892800,0.732689,-1.53449
9896400,101325,269.85,284.85,0.34,0.3,2000,0.3,11.3,4.88692,304.75,802.801,870.822,195.967,0.580939,270.346,278.108,9897020,9896400,0.732689,-1.53449
9900000,101325,270.35,285.35,0.34,0.3,2000,0.3,11.3,4.88692,305.75,785.869,784.233,179.434,0.714138,270.943,278.483,9900630,9900000,0.732689,-1.53449
9903600,101325,269.85,285.35,0.33,0.3,2000,0.3,9.8,4.88692,304.5,684.441,610.769,172.591,0.884474,270.82,278.366,9904230,9903600,0.732689,-1.53449
9907200,101325,269.25,285.35,0.31,0.3,2000,0.3,8.2,5.06145,303.417,598.137,432.523,141.082,1.07197,270.672,278.132,9907830,9907200,0.732689,-1.53449
9910800,101325,268.75,284.85,0.31,0.3,2000,0.3,9.3,5.06145,298.229,495.613,250.183,91.9839,1.26574,270.074,277.764,9911430,9910800,0.732689,-1.53449
9914400,101325,268.15,283.75,0.31,0.2,2000,0.4,8.8,4.88692,287.426,192.511,61.4605,36.3519,1.45886,268.222,276.952,9915030,9914400,0.732689,-1.53449
9918000,101325,268.75,283.15,0.34,0.011,2000,0.011,6.2,4.88692,278.206,6.64005,0.710526,0.923077,1.64553,265.796,276.827,9918630,9918000,0.732689,-1.53449
9921600,101325,269.25,281.45,0.4,0.011,2000,0.011,2.6,4.71239,275.354,0.0001,0.0001,0.0001,1.81938,264.321,276.121,9922230,9921600,0.732689,-1.53449
9925200,101325,269.85,280.95,0.44,0.011,2000,0.011,2.1,4.71239,272.588,0.0001,0.0001,0.0001,1.97222,263.996,276.102,9925830,9925200,0.732689,-1.53449
9928800,101325,271.45,279.25,0.56,0.011,2000,0.011,2.1,4.36332,274.628,0.0001,0.0001,0.0001,2.09309,262.778,275.749,9929430,9928800,0.732689,-1.53449
9932400,101325,270.95,278.75,0.56,0.3,2000,0.4,1.5,4.36332,273.043,0.0001,0.0001,0.0001,2.16891,264.82,275.32,9933030,9932400,0.732689,-1.53449
9936000,101325,270.95,278.75,0.56,0.011,2000,0.011,3.6,5.06145,265.1,0.0001,0.0001,0.0001,2.18829,262.19,275.32,9936630,9936000,0.732689,-1.53449
9939600,101325,270.35,278.15,0.55,0.011,2000,0.011,3.6,4.88692,264.26,0.0001,0.0001,0.0001,2.14777,261.483,274.725,9940230,9939600,0.732689,-1.53449
9943200,101325,269.85,278.15,0.53,0.011,2000,0.011,4.1,5.41052,262.196,0.0001,0.0001,0.0001,2.05428,261.365,274.565,9943830,9943200,0.732689,-1.53449
9946800,101325,269.85,277.05,0.57,0.011,2000,0.011,3.6,5.41052,257.479,0.0001,0.0001,0.0001,1.92049,260.331,273.935,9947430,9946800,0.732689,-1.53449
9950400,101325,269.25,275.95,0.59,0.011,2000,0.011,3.1,5.58505,253.325,0.0001,0.0001,0.0001,1.75895,259.155,273.126,9951030,9950400,0.732689,-1.53449
9954000,101325,269.25,275.35,0.62,0.011,2000,0.011,2.6,6.10865,253.792,0.0001,0.0001,0.0001,1.57957,258.592,272.809,9954630,9954000,0.732689,-1.53449
9957600,101325,269.25,275.95,0.59,0.011,2000,0.011,3.6,6.10865,256.396,192.125,94.9082,50.85,1.38974,259.155,273.126,9958230,9957600,0.732689,-1.53449
9961200,101325,268.15,277.05,0.5,0.011,2000,0.011,4.1,6.10865,260.462,498.044,322.331,134.072,1.19543,259.926,273.4,9961830,9961200,0.732689,-1.53449
9964800,101325,267.05,278.75,0.4,0.011,2000,0.011,4.6,0.523599,264.138,608.766,499.73,163.944,1.00254,261.255,273.982,9965430,9964800,0.732689,-1.53449
9968400,101325,267.05,279.25,0.39,0.011,2000,0.011,0.000001,0.001,267.067,657.733,654.069,203.827,0.818882,261.723,274.293,9969030,9968400,0.732689,-1.53449
9972000,101325,267.55,280.35,0.38,0.011,2000,0.011,1.5,6.28219,277.644,725.996,792.716,216.732,0.657749,262.876,275.068,9972630,9972000,0.732689,-1.53449
9975600,101325,266.45,281.45,0.32,0.3,2000,0.3,0.000001,0.001,281.068,833.048,907.825,182.879,0.543713,266.283,275.341,9976240,9975600,0.732689,-1.53449
9979200,101325,268.15,282.05,0.35,0.011,2000,0.011,0.000001,0.001,279.355,878.99,928.255,158.946,0.511659,264.617,276.094,9979840,9979200,0.732689,-1.53449
9982800,101325,268.75,283.15,0.34,0.011,2000,0.011,2.6,0.523599,285.286,841.212,888.07,174.182,0.575896,265.796,276.827,9983440,9982800,0.732689,-1.53449
9986400,101325,271.45,283.75,0.42,0.011,2000,0.011,3.1,0.872665,287.5,766.022,774.221,185.81,0.709958,267.013,278.139,9987040,9986400,0.732689,-1.53449
9990000,101325,272.55,283.15,0.47,0.011,2000,0.011,4.1,1.39626,286,682.368,614.125,173.093,0.880873,266.711,278.176,9990640,9990000,0.732689,-1.53449
9993600,101325,272.05,283.15,0.45,0.011,2000,0.011,4.6,1.74533,284.231,580.326,430.73,146.411,1.06867,266.592,277.972,9994240,9993600,0.732689,-1.53449
9997200,101325,272.55,282.05,0.51,0.011,2000,0.011,5.7,1.74533,285.041,446.115,242.985,100.724,1.2625,265.675,277.666,9997840,9997200,0.732689,-1.53449
10000800,101325,270.95,280.95,0.48,0.3,2000,0.3,4.6,1.5708,279.269,171.323,62.0795,37.3804,1.45551,266.91,276.473,10001400,10000800,0.732689,-1.53449
10004400,101325,270.35,279.85,0.49,0.011,2000,0.011,5.2,1.74533,270.5,1.93519,0.0001,0.15,1.64192,263.081,275.655,10005000,10004400,0.732689,-1.53449
10008000,101325,271.45,279.25,0.56,0.011,2000,0.011,3.6,1.74533,269.5,0.0001,0.0001,0.0001,1.81539,262.778,275.749,10008600,10008000,0.732689,-1.53449
10011600,101325,270.95,279.25,0.54,0.011,2000,0.011,2.6,1.5708,269.452,0.0001,0.0001,0.0001,1.96771,262.66,275.581,10012200,10011600,0.732689,-1.53449
10015200,101325,269.85,278.75,0.51,0.1,2000,0.1,2.6,1.5708,275.173,0.0001,0.0001,0.0001,2.08801,263.016,274.908,10015800,10015200,0.732689,-1.53449
10018800,101325,268.75,278.75,0.46,0.4,2000,0.5,2.6,1.74533,278.273,0.0001,0.0001,0.0001,2.16332,264.812,274.49,10019400,10018800,0.732689,-1.53449
10022400,101325,268.75,278.75,0.46,0.3,6096,0.3,2.6,1.5708,276.527,0.0001,0.0001,0.0001,2.18242,264.29,274.49,10023000,10022400,0.732689,-1.53449
10026000,101325,268.75,278.75,0.46,0.4,6096,0.4,3.1,1.5708,285.642,0.0001,0.0001,0.0001,2.14196,264.812,274.49,10026600,10026000,0.732689,-1.53449
10029600,101325,268.75,279.25,0.45,0.8,6096,0.9,3.6,1.5708,300.87,0.0001,0.0001,0.0001,2.04875,268.205,274.814,10030200,10029600,0.732689,-1.53449
10033200,101325,268.75,279.25,0.45,1,3048,1,4.1,1.74533,310.121,0.0001,0.0001,0.0001,1.91534,271.527,274.814,10033800,10033200,0.732689,-1.53449
10036800,101325,267.55,279.85,0.39,1,3048,1,4.6,1.91986,307.926,0.0001,0.0001,0.0001,1.75416,271.81,274.767,10037400,10036800,0.732689,-1.53449
10040400,101325,265.35,279.85,0.32,1,2743,1,3.6,1.5708,307.057,0.0001,13.4706,13.4706,1.57505,271.252,274.132,10041000,10040400,0.732689,-1.53449
10044000,101325,268.15,279.25,0.43,1,2743,1,4.1,1.5708,311.052,0.0001,34.0294,34.0294,1.38539,271.377,274.641,10044600,10044000,0.732689,-1.53449
10047600,101325,271.45,279.85,0.54,1,2743,1,4.6,1.5708,314.486,0.0001,58.4076,58.4076,1.19112,272.779,276.09,10048200,10047600,0.732689,-1.53449
10051200,101325,271.45,279.85,0.54,1,1829,1,6.2,1.39626,312.553,0.0001,109.449,109.449,0.998119,272.779,276.09,10051800,10051200,0.732689,-1.53449
10054800,101325,272.05,280.95,0.53,0.9,2591,1,6.7,1.74533,311.754,0.0001,152.268,152.268,0.814171,272.092,276.931,10055400,10054800,0.732689,-1.53449
10058400,101325,273.75,280.95,0.6,0.9,2591,1,6.2,1.74533,306.75,0.0001,152.402,152.402,0.652539,272.504,277.562,10059000,10058400,0.732689,-1.53449
10062000,101325,274.85,280.95,0.65,0.7,4572,0.9,6.2,1.74533,309.052,0.0001,150.367,150.367,0.537968,270.25,278.006,10062600,10062000,0.732689,-1.53449
10065600,101325,277.55,280.95,0.79,0.9,1463,1,4.6,1.5708,321.951,0.0001,147.192,147.192,0.505914,273.409,279.217,10066200,10065600,0.732689,-1.53449
10069200,101325,279.25,280.35,0.93,1,610,1,6.7,1.74533,325.734,0.0001,138.574,138.574,0.570905,275.137,279.795,10069800,10069200,0.732689,-1.53449
10072800,101325,279.85,280.35,0.97,1,335,1,7.7,1.74533,326,0.0001,129.715,129.715,0.70582,275.277,280.113,10073400,10072800,0.732689,-1.53449
10076400,101325,280.35,280.35,0.989,1,335,1,9.3,1.91986,326,0.0001,104.5,104.5,0.877304,275.394,280.263,10077000,10076400,0.732689,-1.53449
10080000,101325,280.35,280.35,0.989,1,2438,1,9.3,1.91986,327.219,0.0001,73.5,73.5,1.06538,275.394,280.263,10080600,10080000,0.732689,-1.53449
10083600,101325,280.35,280.95,0.96,1,244,1,10.3,2.0944,330.062,0.0001,42.5,42.5,1.25928,275.983,280.627,10084200,10083600,0.732689,-1.53449
10087200,101325,280.35,281.45,0.93,1,244,1,8.8,2.26893,331.519,0.0001,13.5089,13.5089,1.45218,276.474,280.873,10087800,10087200,0.732689,-1.53449
10090800,101325,281.45,281.45,0.989,1,244,1,6.7,2.44346,333.95,0.0001,1.11607,1.11607,1.63833,276.73,281.36,10091400,10090800,0.732689,-1.53449
10094400,101325,282.05,282.05,0.989,1,244,1,6.7,2.61799,336.062,0.0001,0.0001,0.0001,1.8114,277.459,281.958,10095000,10094400,0.732689,-1.53449
10098000,101325,282.05,282.05,0.989,1,213,1,6.2,2.61799,336.812,0.0001,0.0001,0.0001,1.96321,277.459,281.958,10098600,10098000,0.732689,-1.53449
10101600,101325,282.55,282.55,0.989,1,152,1,6.2,2.61799,342.5,0.0001,0.0001,0.0001,2.08295,278.067,282.457,10102200,10101600,0.732689,-1.53449
10105200,101325,283.75,283.75,0.989,1,1158,1,6.2,3.14159,349.5,0.0001,0.0001,0.0001,2.15777,279.526,283.653,10105800,10105200,0.732689,-1.53449
10108800,101325,284.85,284.85,0.989,1,152,1,5.2,2.96706,349.694,0.0001,0.0001,0.0001,2.17662,280.863,284.749,10109400,10108800,0.732689,-1.53449
10112400,101325,284.85,285.35,0.97,0.9,3048,0.9,3.6,3.31613,350.363,0.0001,0.0001,0.0001,2.13621,279.399,285.07,10113000,10112400,0.732689,-1.53449
10116000,101325,285.95,287.05,0.93,0.9,3048,0.9,4.6,3.31613,358.692,0.0001,0.0001,0.0001,2.0433,281.315,286.358,10116600,10116000,0.732689,-1.53449
10119600,101325,285.35,288.15,0.83,0.9,975,0.9,8.8,4.18879,357.864,0.0001,0.0001,0.0001,1.91026,282.255,286.381,10120300,10119600,0.732689,-1.53449
10123200,101325,282.05,285.95,0.77,1,1006,1,9.3,4.18879,352.043,0.0001,0.0001,0.0001,1.74943,281.296,283.688,10123900,10123200,0.732689,-1.53449
10126800,101325,281.45,284.85,0.8,1,914,1,7.2,4.36332,345.628,0.0001,16.5634,16.5634,1.5706,280.073,282.961,10127500,10126800,0.732689,-1.53449
10130400,101325,282.55,283.15,0.96,1,427,1,8.2,4.18879,337.052,0.0001,77.8071,77.8071,1.38111,278.657,282.802,10131100,10130400,0.732689,-1.53449
10134000,101325,280.95,281.45,0.97,1,305,1,11.3,4.53786,331.696,0.0001,98.3382,98.3382,1.18688,276.614,281.204,10134700,10134000,0.732689,-1.53449
10137600,101325,281.45,281.45,0.989,1,183,1,9.3,4.53786,326.727,0.0001,103.676,103.676,0.993784,276.73,281.36,10138300,10137600,0.732689,-1.53449
10141200,101325,278.75,279.85,0.93,1,244,1,9.3,4.88692,321.547,0.0001,120.042,120.042,0.809543,274.529,279.305,10141900,10141200,0.732689,-1.53449
10144800,101325,277.55,279.85,0.85,1,366,1,9.8,5.41052,318.881,0.0001,130.773,130.773,0.647412,274.247,278.671,10145500,10144800,0.732689,-1.53449
10148400,101325,277.05,279.25,0.86,1,427,1,9.8,5.58505,315.854,0.0001,149.159,149.159,0.532296,273.541,278.176,10149100,10148400,0.732689,-1.53449
10152000,101325,276.45,278.75,0.85,1,427,1,7.7,5.41052,314.333,0.0001,147.215,147.215,0.500229,272.909,277.62,10152700,10152000,0.732689,-1.53449
10155600,101325,275.95,278.75,0.82,1,427,1,8.8,5.58505,314,0.0001,138.473,138.473,0.565967,272.791,277.389,10156300,10155600,0.732689,-1.53449
10159200,101325,275.95,278.75,0.82,1,488,1,8.8,5.41052,314,0.0001,134.979,134.979,0.701724,272.791,277.389,10159900,10159200,0.732689,-1.53449
10162800,101325,275.95,278.75,0.82,1,549,1,7.7,5.41052,314.917,0.0001,131.573,131.573,0.873766,272.791,277.389,10163500,10162800,0.732689,-1.53449
10166400,101325,275.35,279.25,0.76,1,640,1,7.7,5.58505,316.167,0.0001,108.198,108.198,1.06211,273.137,277.386,10167100,10166400,0.732689,-1.53449
10170000,101325,275.35,279.25,0.76,1,640,1,9.8,5.75959,315.417,0.0001,52.0547,52.0547,1.25607,273.137,277.386,10170700,10170000,0.732689,-1.53449
10173600,101325,274.85,279.25,0.73,1,762,1,8.8,5.58505,315,0.0001,6.46044,6.46044,1.44886,273.017,277.146,10174300,10173600,0.732689,-1.53449
10177200,101325,274.85,279.25,0.73,1,914,1,5.7,0.174533,315,0.0001,0.688596,0.688596,1.63476,273.017,277.146,10177900,10177200,0.732689,-1.53449
10180800,101325,274.85,279.25,0.73,1,975,1,3.1,5.93412,315.5,0.0001,0.0001,0.0001,1.80743,273.017,277.146,10181500,10180800,0.732689,-1.53449
10184400,101325,275.35,279.25,0.76,1,975,1,3.6,5.75959,314.625,0.0001,0.0001,0.0001,1.95875,273.137,277.386,10185100,10184400,0.732689,-1.53449
10188000,101325,274.85,278.75,0.76,1,1036,1,3.1,6.28219,313.125,0.0001,0.0001,0.0001,2.07793,272.529,276.923,10188700,10188000,0.732689,-1.53449
10191600,101325,275.35,278.75,0.79,1,823,1,0.000001,0.001,312,0.0001,0.0001,0.0001,2.15228,272.648,277.157,10192300,10191600,0.732689,-1.53449
10195200,101325,275.95,278.15,0.86,1,1097,1,1.5,1.5708,310,0.0001,0.0001,0.0001,2.17088,272.204,277.121,10195900,10195200,0.732689,-1.53449
10198800,101325,276.45,277.55,0.93,1,975,1,0.000001,0.001,309.979,0.0001,0.0001,0.0001,2.13053,271.734,277.052,10199500,10198800,0.732689,-1.53449
10202400,101325,276.45,278.15,0.89,1,1219,1,0.000001,0.001,313.083,0.0001,0.0001,0.0001,2.03791,272.322,277.344,10203100,10202400,0.732689,-1.53449
10206000,101325,275.95,278.75,0.82,1,1219,1,2.1,4.18879,314.604,0.0001,0.0001,0.0001,1.90525,272.791,277.389,10206700,10206000,0.732689,-1.53449
10209600,101325,276.45,278.75,0.85,1,1219,1,1.5,3.49066,314.833,0.0001,0.0001,0.0001,1.74477,272.909,277.62,10210300,10209600,0.732689,-1.53449
10213200,101325,276.45,278.75,0.85,1,1158,1,2.1,4.01426,316,0.0001,13.2917,13.2,1.56622,272.909,277.62,10213900,10213200,0.732689,-1.53449
10216800,101325,276.45,279.25,0.82,1,1158,1,3.1,4.53786,318,2.04808,81.6471,81.1818,1.3769,273.399,277.862,10217500,10216800,0.732689,-1.53449
10220400,101325,275.95,279.85,0.76,1,1097,1,5.2,5.06145,320,11.9087,169.683,164.849,1.18273,273.867,277.942,10221100,10220400,0.732689,-1.53449
10224000,101325,275.95,280.35,0.74,1,1097,1,6.7,4.71239,323.477,16.35,234.353,225.194,0.98953,274.357,278.238,10224700,10224000,0.732689,-1.53449
10227600,101325,275.95,281.45,0.68,1,1219,1,3.6,4.88692,321.683,104.03,383.162,303.161,0.805001,275.433,278.718,10228300,10227600,0.732689,-1.53449
10231200,101325,276.45,282.55,0.66,0.8,1067,0.8,5.7,4.71239,316.147,164.701,519.103,390.815,0.642369,273.246,279.519,10231900,10231200,0.732689,-1.53449
10234800,101325,277.05,283.15,0.66,0.8,1006,0.8,7.2,4.18879,327.596,182.69,568.351,412.801,0.526698,273.968,280.052,10235500,10234800,0.732689,-1.53449
10238400,101325,277.55,283.15,0.68,1,945,1,5.7,4.36332,331.576,127.733,420.679,297.26,0.494605,277.481,280.244,10239100,10238400,0.732689,-1.53449
10242000,101325,278.75,284.25,0.69,0.8,1067,0.8,6.2,4.53786,333.176,262.279,494.461,261.804,0.561082,275.434,281.329,10242700,10242000,0.732689,-1.53449
10245600,101325,278.15,287.05,0.55,0.8,1463,0.8,6.7,4.53786,333.201,685.338,767.649,257.084,0.697672,278.005,282.276,10246300,10245600,0.732689,-1.53449
10249200,101325,277.05,288.15,0.47,0.4,2000,0.4,6.2,4.71239,327.763,687.218,622.264,174.078,0.870259,275.772,282.228,10249900,10249200,0.732689,-1.53449
10252800,101325,277.05,288.75,0.46,0.3,2000,0.3,5.2,4.88692,329.159,571.968,436.042,148.257,1.05887,275.802,282.586,10253500,10252800,0.732689,-1.53449
10256400,101325,277.05,289.25,0.44,0.3,2000,0.3,5.2,4.71239,327.389,426.503,251.524,110.585,1.25288,276.28,282.727,10257100,10256400,0.732689,-1.53449
10260000,101325,274.85,288.75,0.39,0.2,2000,0.4,6.2,4.53786,313.755,174.65,75.0219,48.4742,1.44556,274.598,281.682,10260700,10260000,0.732689,-1.53449
10263600,101325,274.85,287.55,0.42,0.011,2000,0.011,3.1,4.18879,304.926,7.58333,0.0001,2.255,1.63119,271.407,281.132,10264300,10263600,0.732689,-1.53449
10267200,101325,275.35,286.45,0.47,0.011,2000,0.011,3.6,3.83972,300.402,0.0001,0.0001,0.0001,1.80348,270.488,280.854,10267900,10267200,0.732689,-1.53449
10270800,101325,275.35,285.35,0.5,0.011,2000,0.011,2.6,3.83972,296.667,0.0001,0.0001,0.0001,1.95431,269.449,280.295,10271500,10270800,0.732689,-1.53449
10274400,101325,275.35,284.85,0.52,0.011,2000,0.011,4.1,4.01426,295.758,0.0001,0.0001,0.0001,2.07295,268.977,280.098,10275100,10274400,0.732689,-1.53449
10278000,101325,275.35,284.85,0.52,0.011,2000,0.011,4.1,4.01426,297.903,0.0001,0.0001,0.0001,2.14684,268.977,280.098,10278700,10278000,0.732689,-1.53449
10281600,101325,275.35,284.85,0.52,0.1,2000,0.1,4.6,4.01426,313.711,0.0001,0.0001,0.0001,2.1652,270.094,280.098,10282300,10281600,0.732689,-1.53449
10285200,101325,276.45,284.85,0.56,0.8,3353,0.8,4.6,4.53786,325.507,0.0001,0.0001,0.0001,2.12493,275.47,280.524,10285900,10285200,0.732689,-1.53449
10288800,101325,277.05,284.25,0.61,0.8,2000,0.9,4.1,4.88692,333.596,0.0001,0.0001,0.0001,2.0326,275.033,280.527,10289500,10288800,0.732689,-1.53449
10292400,101325,278.15,284.25,0.66,1,3048,1,3.6,5.41052,337.506,0.0001,0.0001,0.0001,1.90032,278.703,281.03,10293100,10292400,0.732689,-1.53449
10296000,101325,277.55,284.25,0.63,0.9,3048,0.9,3.1,5.23599,335.931,0.0001,0.0001,0.0001,1.74019,276.621,280.729,10296700,10296000,0.732689,-1.53449
10299600,101325,275.35,284.25,0.54,1,2591,1,3.6,5.93412,328.768,2.50091,17.6631,17.875,1.56191,278.028,279.807,10300300,10299600,0.732689,-1.53449
10303200,101325,274.85,283.75,0.54,0.8,2000,0.8,5.2,5.75959,320.997,147.974,149.908,107,1.37277,274.023,279.386,10303900,10303200,0.732689,-1.53449
10306800,101325,274.85,284.25,0.52,0.8,2134,0.9,3.6,5.93412,322.485,165.087,233.887,179.525,1.17865,274.506,279.599,10307500,10306800,0.732689,-1.53449
10310400,101325,273.15,284.85,0.44,0.8,2000,0.9,3.1,5.58505,326.777,56.6617,275.894,243.196,0.985359,274.673,279.229,10311100,10310400,0.732689,-1.53449
10314000,101325,272.55,285.35,0.41,0.9,4572,1,5.2,5.41052,326,33.9323,271.878,250.611,0.800546,276.477,279.289,10314700,10314000,0.732689,-1.53449
10317600,101325,269.85,285.35,0.33,0.8,4572,0.9,3.6,4.53786,325.674,9.09963,256.75,249.043,0.637412,274.34,278.366,10318300,10317600,0.732689,-1.53449
10321200,101325,268.75,285.95,0.29,0.9,3048,1,2.6,5.93412,330.675,8.49541,285.243,277.841,0.521177,276.107,278.329,10321900,10321200,0.732689,-1.53449
10324800,101325,268.15,286.45,0.26,0.9,3048,1,2.1,5.58505,330.434,22,353.451,332.643,0.489044,276.438,278.315,10325500,10324800,0.732689,-1.53449
10328400,101325,267.05,286.45,0.24,0.9,3048,1,0.000001,0.001,336.94,30.225,399.132,374.202,0.556252,276.156,278.062,10329100,10328400,0.732689,-1.53449
10332000,101325,268.75,287.55,0.26,1,6096,1,1.5,5.06145,348.401,20.7347,332.492,316.23,0.693663,279.597,279.088,10332700,10332000,0.732689,-1.53449
10335600,101325,268.75,287.55,0.26,1,6096,1,1.5,3.83972,334.416,20.6059,263.76,250.065,0.866785,279.597,279.088,10336300,10335600,0.732689,-1.53449
10339200,101325,269.85,288.15,0.27,0.5,6096,0.6,2.1,3.49066,319.178,205.457,292.945,204.986,1.05565,274.536,279.643,10339900,10339200,0.732689,-1.53449
10342800,101325,269.25,288.15,0.26,0.5,6096,0.5,2.1,2.96706,334.329,241.811,236.087,142.816,1.24971,274.385,279.508,10343500,10342800,0.732689,-1.53449
10346400,101325,275.35,285.95,0.48,1,6096,1,4.6,2.44346,322.925,86.9064,53.0226,44.8284,1.44226,279.69,280.563,10347100,10346400,0.732689,-1.53449
10350000,101325,278.15,284.85,0.63,0.011,4572,0.011,4.1,2.44346,302.78,25.5102,4.88591,2.13816,1.62764,269.63,281.255,10350700,10350000,0.732689,-1.53449
10353600,101325,278.75,284.25,0.69,0.3,6096,0.3,2.1,3.66519,321.433,0.0001,0.0001,0.0001,1.79955,271.901,281.329,10354300,10353600,0.732689,-1.53449
10357200,101325,279.25,283.75,0.74,0.9,3353,0.9,0.000001,0.001,320.441,0.0001,0.0001,0.0001,1.94989,276.536,281.361,10357900,10357200,0.732689,-1.53449
10360800,101325,279.05,282.95,0.77,0.4,2000,0.4,0.4,3.31613,319.907,0.0001,0.0001,0.0001,2.06801,271.261,280.904,10361500,10360800,0.732689,-1.53449
10364400,101325,278.75,282.15,0.8,1,3048,1,0.7,2.96706,334.059,0.0001,0.0001,0.0001,2.14145,276.786,280.428,10365100,10364400,0.732689,-1.53449
10368000,101325,278.55,281.35,0.77,1,2286,1,1.1,2.96706,310.317,0.0001,0.0001,0.0001,2.1596,275.954,279.418,10368700,10368000,0.732689,-1.53449
10371600,101325,278.25,280.55,0.96,0.4,2000,0.4,1.5,4.71239,296.462,0.0001,0.0001,0.0001,2.11939,268.776,280.232,10372300,10371600,0.732689,-1.53449
10375200,101325,278.05,279.75,0.93,0.6,1070,0.6,1.9,4.18879,296.73,0.0001,0.0001,0.0001,2.02736,269.063,279.207,10375900,10375200,0.732689,-1.53449
10378800,101325,277.75,278.95,0.96,0.7,1160,0.7,2.2,3.49066,299.847,0.0001,0.0001,0.0001,1.89545,269.003,278.65,10379500,10378800,0.732689,-1.53449
10382400,101325,277.55,278.15,0.96,0.9,1160,0.9,2.6,3.31613,308.516,0.0001,0.0001,0.0001,1.73568,270.685,277.859,10383100,10382400,0.732689,-1.53449
10386000,101325,278.75,279.85,0.93,0.9,1160,0.9,3.1,2.44346,308.979,0.298902,5.05521,5.94492,1.55768,272.619,279.305,10386700,10386000,0.732689,-1.53449
10389600,101325,279.85,280.95,0.93,0.6,1160,0.8,2.1,0.523599,307.518,164.955,101.869,55.7426,1.36872,270.632,280.383,10390300,10389600,0.732689,-1.53449
10393200,101325,282.55,285.35,0.83,0.2,2000,0.2,2.6,2.61799,327.98,215.189,243.693,159.928,1.17466,273.155,283.727,10393900,10393200,0.732689,-1.53449
