Time,air_temp_set_1,air_temp_set_2,altimeter_set_1d,date_time,dew_point_temperature_set_1d,precip_accum_fifteen_minute_set_1,pressure_set_1,relative_humidity_set_1,sea_level_pressure_set_1d,solar_radiation_set_1,volt_set_1,wind_cardinal_direction_set_1d,wind_direction_set_1,wind_gust_set_1,wind_speed_set_1
09/19/17 10:45 AM,16.38,16.22,101753.02,2017-09-19T17:45:00Z,6.9,0,98529,53.7,101716.36,445.9,13.14,NW,321.7,4.85,2.01
09/19/17 11:00 AM,16.79,16.46,101738.56,2017-09-19T18:00:00Z,6.74,0,98515,51.75,101697.35,600.6,13.13,NW,314.5,5.49,2.52
09/19/17 11:15 AM,17.45,17.03,101751.98,2017-09-19T18:15:00Z,6.98,0,98528,50.43,101703.44,651.7,13.12,WNW,301,6.04,3.02
09/19/17 11:30 AM,17.78,17.31,101724.1,2017-09-19T18:30:00Z,6.75,0,98501,48.63,101671.93,681.7,13.11,WNW,298.1,6.14,3.53
09/19/17 11:45 AM,17.82,17.29,101724.1,2017-09-19T18:45:00Z,6.55,0,98501,47.85,101671.49,708.6,13.1,WNW,284.8,5.91,4.09
09/19/17 12:00 PM,18.52,17.98,101724.1,2017-09-19T19:00:00Z,6.34,0,98501,45.12,101663.78,729.9,13.09,W,278.5,6.62,3.68
09/19/17 12:15 PM,18.59,18.15,101696.22,2017-09-19T19:15:00Z,6.02,0,98474,43.95,101635.15,744.4,13.07,WNW,290.5,5.77,3.42
09/19/17 12:30 PM,18.99,18.45,101663.17,2017-09-19T19:30:00Z,5.84,0,98442,42.34,101597.75,755,13.06,W,278.4,5.8,3.55
09/19/17 12:45 PM,19.18,18.69,101647.68,2017-09-19T19:45:00Z,6.29,0,98427,43.14,101580.18,772.2,13.05,W,277.8,6.89,3.51
09/19/17 01:00 PM,19.81,19.06,101628.06,2017-09-19T20:00:00Z,6.26,0,98408,41.39,101553.71,781.1,13.04,WNW,290.5,6.45,3.34
09/19/17 01:15 PM,19.69,19.06,101640.45,2017-09-19T20:15:00Z,7.28,0,98420,44.72,101567.39,769.2,13.02,W,276.4,6.45,3.26
09/19/17 01:30 PM,19.63,18.91,101627.02,2017-09-19T20:30:00Z,7.62,0,98407,45.94,101554.62,748.8,13.02,W,276.2,5.32,3.09
09/19/17 01:45 PM,19.65,19.04,101598.11,2017-09-19T20:45:00Z,7.82,0,98379,46.51,101525.5,715.5,13.02,W,281,5.73,3.09
09/19/17 02:00 PM,19.79,19.13,101584.68,2017-09-19T21:00:00Z,8.28,0,98366,47.59,101510.56,700.6,13.01,W,273.3,5.49,3.16
09/19/17 02:15 PM,19.79,19.14,101570.22,2017-09-19T21:15:00Z,8.4,0,98352,47.97,101496.11,730.8,13.01,WNW,286.9,5.39,2.66
09/19/17 02:30 PM,20.04,19.43,101542.34,2017-09-19T21:30:00Z,8.15,0,98325,46.44,101465.54,720.3,13.01,WSW,255.8,4.16,2.42
09/19/17 02:45 PM,19.68,19.13,101542.34,2017-09-19T21:45:00Z,7.85,0,98325,46.53,101469.45,699,13.02,WNW,283,5.46,2.6
09/19/17 03:00 PM,20.3,19.72,101528.92,2017-09-19T22:00:00Z,7.51,0,98312,43.75,101449.31,676,13.01,W,278.8,5.29,2.65
09/19/17 03:15 PM,20.82,20.42,101514.46,2017-09-19T22:15:00Z,7.3,0,98298,41.77,101429.25,647,13,W,280.4,4.47,1.87
09/19/17 03:30 PM,21.47,20.82,101486.57,2017-09-19T22:30:00Z,7.27,0,98271,40.03,101394.39,618.6,12.98,W,271.8,5.29,3
09/19/17 03:45 PM,21.67,21.13,101479.35,2017-09-19T22:45:00Z,7.35,0,98264,39.76,101385.03,585,12.98,W,264.1,5.8,2.71
09/19/17 04:00 PM,21.34,20.7,101476.25,2017-09-19T23:00:00Z,7.27,0,98261,40.35,101385.47,548.3,12.97,W,281.2,5.87,3.52
09/19/17 04:15 PM,21.51,20.68,101476.25,2017-09-19T23:15:00Z,7.32,0,98261,40.08,101383.65,510.2,12.97,W,275,6.18,3.46
09/19/17 04:30 PM,21.06,20.63,101476.25,2017-09-19T23:30:00Z,7.79,0,98261,42.54,101388.48,470.1,12.97,W,276.8,6.86,3.64
09/19/17 04:45 PM,20.94,20.36,101480.38,2017-09-19T23:45:00Z,8.09,0,98265,43.73,101393.89,428.5,12.98,WNW,284.9,6.42,4.08
09/19/17 05:00 PM,20.79,20.29,101470.05,2017-09-20T00:00:00Z,7.93,0,98255,43.68,101385.19,386.1,12.98,WNW,288.6,5.73,3.73
09/19/17 05:15 PM,20.8,20.37,101458.69,2017-09-20T00:15:00Z,7.67,0,98244,42.89,101373.74,341.8,12.99,W,273.9,5.36,3.49
09/19/17 05:30 PM,20.64,20.18,101458.69,2017-09-20T00:30:00Z,7.58,0,98244,43.04,101375.47,298.3,12.99,W,280.7,6.35,4.04
09/19/17 05:45 PM,20.46,20.06,101444.23,2017-09-20T00:45:00Z,7.82,0,98230,44.24,101362.96,251,13,WNW,281.9,7.64,4.87
09/19/17 06:00 PM,19.64,19.32,101458.69,2017-09-20T01:00:00Z,8.42,0,98244,48.48,101386.29,204.2,13,WNW,285.2,9.21,6.37
09/19/17 06:15 PM,18.94,18.67,101458.69,2017-09-20T01:15:00Z,8.78,0,98244,51.88,101393.91,158.8,13.02,W,278.2,7.78,4.15
09/19/17 06:30 PM,18.73,18.49,101447.33,2017-09-20T01:30:00Z,8.36,0,98233,51.1,101384.86,116,13.04,WNW,286.2,7.78,4.08
09/19/17 06:45 PM,17.86,17.72,101469.02,2017-09-20T01:45:00Z,8.38,0,98254,54.05,101416.08,68.1,13.06,WNW,290.4,7.68,4.62
09/19/17 07:00 PM,17.34,17.22,101457.66,2017-09-20T02:00:00Z,8.42,0,98243,56.01,101410.45,27.71,13.08,WNW,294,6.42,3.94
09/19/17 07:15 PM,16.96,16.87,101457.66,2017-09-20T02:15:00Z,8.35,0,98243,57.08,101414.66,7.63,13.09,WNW,298.1,6.42,4.36
09/19/17 07:30 PM,16.64,16.59,101457.66,2017-09-20T02:30:00Z,8.17,0,98243,57.57,101418.21,1.53,13.1,NW,318.7,6.83,3.84
09/19/17 07:45 PM,16.33,16.32,101457.66,2017-09-20T02:45:00Z,8.18,0,98243,58.76,101421.65,0.15,13.12,NW,310.8,7.13,3.69
09/19/17 08:00 PM,16.18,16.19,101472.12,2017-09-20T03:00:00Z,8.36,0,98257,60.05,101437.77,0.03,13.13,NW,306.8,4.51,1.85
09/19/17 08:15 PM,16.02,16.05,101486.57,2017-09-20T03:15:00Z,8.46,0,98271,61.07,101454.01,0.04,13.13,NW,309.2,3.72,1.95
09/19/17 08:30 PM,15.87,15.92,101505.16,2017-09-20T03:30:00Z,8.49,0,98289,61.76,101474.26,0.07,13.14,WNW,297.7,3.24,1.4
09/19/17 08:45 PM,15.63,15.69,101507.23,2017-09-20T03:45:00Z,8.51,0,98291,62.81,101479.01,0.06,13.15,NW,318,2.7,1.25
09/19/17 09:00 PM,15.56,15.66,101508.26,2017-09-20T04:00:00Z,8.7,0,98292,63.91,101480.82,0.05,13.16,NNW,340,2.28,1.14
09/19/17 09:15 PM,15.83,15.96,101510.33,2017-09-20T04:15:00Z,8.68,0,98294,62.72,101479.87,0.05,13.16,NNW,336.8,3.45,1.94
09/19/17 09:30 PM,16.03,16.17,101508.26,2017-09-20T04:30:00Z,8.73,0,98292,62.13,101475.57,0.03,13.16,NNW,333.9,3.76,1.68
09/19/17 09:45 PM,16.57,16.69,101509.29,2017-09-20T04:45:00Z,8.64,0,98293,59.68,101470.59,0.01,13.16,NNW,329.7,3.31,1.69
09/19/17 10:00 PM,16.66,16.77,101508.26,2017-09-20T05:00:00Z,8.62,0,98292,59.28,101468.56,0.01,13.15,NW,307,3.41,1.81
09/19/17 10:15 PM,16.34,16.51,101504.13,2017-09-20T05:15:00Z,8.62,0,98288,60.46,101467.99,0.03,13.15,NW,313.2,3.31,1.49
09/19/17 10:30 PM,16.48,16.62,101506.2,2017-09-20T05:30:00Z,8.64,0,98290,60.03,101468.5,0.01,13.16,NNW,339.7,4.09,1.47
09/19/17 10:45 PM,16.72,16.83,101505.16,2017-09-20T05:45:00Z,8.3,0,98289,57.77,101464.8,0.01,13.15,NNW,331.6,3.89,1.5
09/19/17 11:00 PM,16.65,16.79,101506.2,2017-09-20T06:00:00Z,8.21,0,98290,57.7,101466.61,0.01,13.15,NW,306.1,3.93,1.74
09/19/17 11:15 PM,16.53,16.62,101506.2,2017-09-20T06:15:00Z,8.34,0,98290,58.65,101467.95,0.02,13.15,NW,311.9,3.72,2.15
09/19/17 11:30 PM,16.31,16.41,101504.13,2017-09-20T06:30:00Z,8.49,0,98288,60.06,101468.33,0.03,13.15,NW,310.5,3.11,1.43
09/19/17 11:45 PM,16.31,16.4,101506.2,2017-09-20T06:45:00Z,8.26,0,98290,59.16,101470.39,0.04,13.16,NW,311.6,3.89,1.67
09/20/17 12:00 AM,16.33,16.37,101506.2,2017-09-20T07:00:00Z,7.97,0,98290,57.91,101470.17,0.03,13.16,WNW,302.5,4.6,1.81
09/20/17 12:15 AM,16.22,16.28,101492.77,2017-09-20T07:15:00Z,7.94,0,98277,58.22,101457.98,0.07,13.16,WNW,299,6,2.71
09/20/17 12:30 AM,16.14,16.19,101494.84,2017-09-20T07:30:00Z,7.96,0,98279,58.58,101460.93,0.06,13.16,WNW,302.2,5.73,2.54
09/20/17 12:45 AM,16.01,16.08,101508.26,2017-09-20T07:45:00Z,7.77,0,98292,58.33,101475.81,0.06,13.16,NW,304,5.56,2.58
09/20/17 01:00 AM,15.93,15.98,101510.33,2017-09-20T08:00:00Z,7.77,0,98294,58.62,101478.76,0.06,13.16,NW,304.8,5.29,2.29
09/20/17 01:15 AM,15.57,15.71,101508.26,2017-09-20T08:15:00Z,7.87,0,98292,60.39,101480.72,0.09,13.16,WNW,298.9,3.38,1.8
09/20/17 01:30 AM,15.46,15.59,101512.39,2017-09-20T08:30:00Z,8.01,0,98296,61.38,101486.08,0.09,13.17,NW,311.6,3.24,2.04
09/20/17 01:45 AM,15.43,15.58,101526.85,2017-09-20T08:45:00Z,8.04,0,98310,61.65,101500.87,0.09,13.17,NW,316.4,2.46,1.23
09/20/17 02:00 AM,15.26,15.47,101526.85,2017-09-20T09:00:00Z,8.29,0,98310,63.35,101502.77,0.09,13.18,WNW,294.3,2.28,1.16
09/20/17 02:15 AM,15.24,15.39,101526.85,2017-09-20T09:15:00Z,9.18,0,98310,67.35,101502.98,0.07,13.18,NW,308.4,0.75,0.12
09/20/17 02:30 AM,15.02,15.27,101513.43,2017-09-20T09:30:00Z,9.01,0,98297,67.53,101492.03,0.07,13.18,N,353.7,1.3,0.29
09/20/17 02:45 AM,15.04,15.31,101513.43,2017-09-20T09:45:00Z,8.75,0,98297,66.29,101491.81,0.09,13.18,SSW,204.5,1.23,0.51
09/20/17 03:00 AM,15.28,15.61,101498.97,2017-09-20T10:00:00Z,8.35,0,98283,63.52,101474.67,0.09,13.18,NW,315.1,2.49,1.13
09/20/17 03:15 AM,15.41,15.59,101485.54,2017-09-20T10:15:00Z,8.09,0,98270,61.93,101459.79,0.1,13.18,WNW,291.9,3.17,2.16
09/20/17 03:30 AM,15.41,15.54,101485.54,2017-09-20T10:30:00Z,8.57,0,98270,63.97,101459.79,0.07,13.18,W,258.9,2.46,1.31
09/20/17 03:45 AM,15.47,15.55,101485.54,2017-09-20T10:45:00Z,9.31,0,98270,66.96,101459.11,0.07,13.18,SW,232.4,3.04,1.54
09/20/17 04:00 AM,14.84,14.86,101485.54,2017-09-20T11:00:00Z,9.59,0,98270,71,101466.17,0.11,13.18,WSW,253.5,4.37,1.85
09/20/17 04:15 AM,14.68,14.76,101485.54,2017-09-20T11:15:00Z,9.5,0,98270,71.3,101467.97,0.1,13.18,WNW,301.8,3.62,1.94
09/20/17 04:30 AM,14.49,14.56,101485.54,2017-09-20T11:30:00Z,9.57,0,98270,72.54,101470.11,0.04,13.19,W,278.9,2.42,0.96
09/20/17 04:45 AM,14.38,14.47,101457.66,2017-09-20T11:45:00Z,9.59,0,98243,73.13,101443.47,0.04,13.19,SSE,160.9,2.32,0.92
09/20/17 05:00 AM,14.27,14.49,101457.66,2017-09-20T12:00:00Z,9.76,0,98243,74.49,101444.71,0.06,13.2,NNW,347.2,3.72,1.34
09/20/17 05:15 AM,14.71,14.68,101457.66,2017-09-20T12:15:00Z,10.3,0,98243,75.06,101439.74,0.04,13.19,NW,310.5,3.41,1.38
09/20/17 05:30 AM,14.55,14.56,101457.66,2017-09-20T12:30:00Z,10.22,0,98243,75.43,101441.55,0.06,13.19,W,261.7,1.84,0.94
09/20/17 05:45 AM,14.37,14.31,101457.66,2017-09-20T12:45:00Z,10.7,0,98243,78.76,101443.57,0.09,13.19,WNW,282,2.66,1.63
09/20/17 06:00 AM,14.33,14.27,101443.2,2017-09-20T13:00:00Z,11.36,0,98229,82.5,101429.55,0.04,13.19,WNW,297.1,1.44,0.59
09/20/17 06:15 AM,14.49,14.46,101443.2,2017-09-20T13:15:00Z,11.68,0,98229,83.4,101427.74,0.09,13.19,SSW,203.2,2.46,0.79
09/20/17 06:30 AM,14.57,14.51,101443.2,2017-09-20T13:30:00Z,12.07,0,98229,85.1,101426.84,0.1,13.19,NNW,328.3,2.87,0.77
09/20/17 06:45 AM,14.64,14.57,101457.66,2017-09-20T13:45:00Z,12.19,0,98243,85.4,101440.5,0.18,13.18,WNW,291.9,2.93,1.53
09/20/17 07:00 AM,14.66,14.62,101428.74,2017-09-20T14:00:00Z,12.3,0,98215,85.9,101411.36,1.03,13.18,WSW,258,2.28,0.87
09/20/17 07:15 AM,14.78,14.68,101428.74,2017-09-20T14:15:00Z,12.39,0,98215,85.7,101410.01,4.56,13.18,S,178.5,2.28,1.2
09/20/17 07:30 AM,14.87,14.78,101428.74,2017-09-20T14:30:00Z,12.67,0,98215,86.8,101409,10.02,13.18,S,172.4,1.4,0.35
09/20/17 07:45 AM,14.88,14.79,101428.74,2017-09-20T14:45:00Z,12.7,0,98215,86.9,101408.88,27.53,13.18,S,176.5,2.08,1.22
09/20/17 08:00 AM,15.01,14.92,101428.74,2017-09-20T15:00:00Z,12.52,0,98215,85.2,101407.43,28.12,13.18,S,186.3,2.56,1.02
09/20/17 08:15 AM,15.07,14.97,101428.74,2017-09-20T15:15:00Z,12.4,0,98215,84.2,101406.76,26.76,13.17,SW,228.2,2.36,0.8
09/20/17 08:30 AM,15.06,14.92,101427.71,2017-09-20T15:30:00Z,12.5,0,98214,84.8,101405.84,41.11,13.17,S,190.6,2.46,1.12
09/20/17 08:45 AM,15.18,15.01,101414.28,2017-09-20T15:45:00Z,13.33,0,98201,88.8,101391.05,51.49,13.17,SW,228.4,3.34,1.36
09/20/17 09:00 AM,15.25,15.08,101428.74,2017-09-20T16:00:00Z,13.96,0,98215,92.1,101404.71,76.16,13.17,WSW,239.7,3.31,1.92
09/20/17 09:15 AM,15.38,15.26,101412.22,2017-09-20T16:15:00Z,14.26,0,98199,93.1,101386.73,91.1,13.16,WSW,248.1,3.93,1.97
09/20/17 09:30 AM,15.47,15.37,101422.55,2017-09-20T16:30:00Z,14.2,0,98209,92.2,101396.05,87.7,13.16,W,266,4.54,2.5
09/20/17 09:45 AM,15.51,15.39,101422.55,2017-09-20T16:45:00Z,14.19,0,98209,91.9,101395.6,115.2,13.16,W,267.2,4.81,2.41
09/20/17 10:00 AM,15.63,15.53,101409.12,2017-09-20T17:00:00Z,14.15,0,98196,91,101380.84,119.9,13.15,W,265.8,5.12,2.39
09/20/17 10:15 AM,15.82,15.69,101406.02,2017-09-20T17:15:00Z,14.19,0,98193,90.1,101375.62,127.8,13.15,W,271,4.54,2.53
09/20/17 10:30 AM,15.88,15.76,101407.05,2017-09-20T17:30:00Z,14.19,0,98194,89.8,101375.99,132.2,13.15,WSW,251.4,5.46,2.9
09/20/17 10:45 AM,15.96,15.86,101404.99,2017-09-20T17:45:00Z,14.29,0,98192,89.9,101373.03,113,13.14,WSW,251.5,5.53,2.75
09/20/17 11:00 AM,16.05,15.93,101416.35,2017-09-20T18:00:00Z,14.29,0,98203,89.4,101383.38,159.7,13.14,WSW,255.8,4.91,2.8
09/20/17 11:15 AM,16.12,15.98,101401.89,2017-09-20T18:15:00Z,14.34,0,98189,89.3,101368.15,219.8,13.13,WSW,245.8,4.54,2.77
09/20/17 11:30 AM,16.85,16.67,101387.43,2017-09-20T18:30:00Z,14.46,0,98175,85.9,101345.59,274.7,13.13,WSW,253.5,4.51,2.36
09/20/17 11:45 AM,16.91,16.59,101387.43,2017-09-20T18:45:00Z,14.35,0,98175,85,101344.92,296.5,13.11,WSW,257.1,6.21,3.37
09/20/17 12:00 PM,16.7,16.5,101359.55,2017-09-20T19:00:00Z,14.36,0,98148,86.2,101319.38,380.7,13.11,WSW,236.8,4.74,2.91
09/20/17 12:15 PM,17.02,16.76,101346.12,2017-09-20T19:15:00Z,14.29,0,98135,84.1,101302.42,403.8,13.11,WSW,238.3,5.19,3.33
09/20/17 12:30 PM,17.27,16.98,101331.67,2017-09-20T19:30:00Z,14.31,0,98121,82.9,101285.2,315.3,13.1,WSW,249.9,6.31,3.48
09/20/17 12:45 PM,17.4,17.08,101331.67,2017-09-20T19:45:00Z,14.27,0,98121,82,101283.77,192.7,13.1,W,267.1,7.47,3.09
09/20/17 01:00 PM,16.86,16.59,101303.78,2017-09-20T20:00:00Z,14.36,0,98094,85.3,101261.86,224.5,13.1,W,259.4,7.47,3.53
09/20/17 01:15 PM,16.87,16.59,101289.32,2017-09-20T20:15:00Z,14.62,0,98080,86.7,101247.29,207.1,13.11,WSW,253.3,7.58,3.64
09/20/17 01:30 PM,16.81,16.57,101275.9,2017-09-20T20:30:00Z,14.56,0,98067,86.7,101234.54,222.5,13.11,WSW,256.2,6.25,3.31
09/20/17 01:45 PM,16.63,16.38,101261.44,2017-09-20T20:45:00Z,14.49,0,98053,87.3,101222.08,174.3,13.11,WSW,255.8,7.47,3.48
09/20/17 02:00 PM,16.52,16.35,101248.02,2017-09-20T21:00:00Z,14.6,0,98040,88.5,101209.88,138.5,13.12,WSW,255.9,6.69,3.41
09/20/17 02:15 PM,16.81,16.62,101248.02,2017-09-20T21:15:00Z,14.4,0,98040,85.8,101206.67,198.2,13.11,WSW,256,5.15,2.59
09/20/17 02:30 PM,17.11,16.79,101233.56,2017-09-20T21:30:00Z,14.05,0,98026,82.3,101188.91,356.3,13.11,W,261.3,7.61,3.79
09/20/17 02:45 PM,17.2,16.88,101220.13,2017-09-20T21:45:00Z,13.87,0,98013,80.9,101174.5,283.2,13.11,W,260,7.68,4.03
09/20/17 03:00 PM,17.04,16.81,101205.67,2017-09-20T22:00:00Z,13.98,0,97999,82.3,101161.81,240.1,13.1,WSW,255.7,6.86,3.29
09/20/17 03:15 PM,17.01,16.67,101220.13,2017-09-20T22:15:00Z,14,0,98013,82.6,101176.6,343,13.11,W,267.1,8.43,3.84
09/20/17 03:30 PM,17.13,16.73,101220.13,2017-09-20T22:30:00Z,14.08,0,98013,82.4,101175.27,548,13.1,WSW,255.6,8.23,4.44
09/20/17 03:45 PM,17.11,16.78,101191.22,2017-09-20T22:45:00Z,13.82,0,97985,81.1,101146.59,367.9,13.09,WSW,253.1,10.17,4.77
09/20/17 04:00 PM,17.17,16.79,101177.79,2017-09-20T23:00:00Z,13.74,0,97972,80.4,101132.51,400.3,13.09,W,266,9.8,5.4
09/20/17 04:15 PM,17.95,17.37,101149.91,2017-09-20T23:15:00Z,13.54,0,97945,75.55,101096.07,601.8,13.09,W,263.9,9.83,4.87
09/20/17 04:30 PM,17.72,17.25,101149.91,2017-09-20T23:30:00Z,13.42,0,97945,76.07,101098.59,361.5,13.07,W,261.4,8.19,4.61
09/20/17 04:45 PM,16.98,16.69,101149.91,2017-09-20T23:45:00Z,13.36,0,97945,79.41,101106.74,191,13.08,WSW,254.4,7.88,3.58
09/20/17 05:00 PM,16.43,16.19,101149.91,2017-09-21T00:00:00Z,13.59,0,97945,83.4,101112.82,132.7,13.1,WSW,249.7,6.89,3.62
